Id,Expected
731,0
732,1
733,1
734,1
735,2
736,1
737,2
738,2
739,1
740,2
741,2
742,2
743,2
744,0
745,2
746,2
747,1
748,1
749,2
750,2
751,0
752,1
753,0
754,2
755,1
756,1
757,1
758,2
759,0
760,1
761,1
762,2
763,1
764,1
765,1
766,1
767,1
768,0
769,0
770,1
771,1
772,2
773,1
774,1
775,1
776,2
777,1
778,0
779,1
780,1
781,1
782,2
783,0
784,1
785,2
786,2
787,1
788,2
789,1
790,1
791,1
792,1
793,2
794,1
795,2
796,1
797,1
798,1
799,1
800,2
801,1
802,1
803,2
804,2
805,1
806,2
807,2
808,1
809,1
810,1
811,1
812,1
813,2
814,1
815,1
816,0
817,2
818,1
819,1
820,2
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,2
832,1
833,1
834,2
835,2
836,1
837,1
838,2
839,2
840,2
841,2
842,2
843,1
844,1
845,0
846,1
847,1
848,1
849,1
850,2
851,2
852,0
853,1
854,1
855,1
856,1
857,1
858,2
859,1
860,2
861,1
862,2
863,2
864,2
865,2
866,1
867,0
868,2
869,2
870,2
871,1
872,1
873,1
874,2
875,1
876,1
877,2
878,0
879,1
880,2
881,1
882,1
883,1
884,0
885,2
886,2
887,2
888,1
889,1
890,2
891,2
892,1
893,0
894,1
895,1
896,1
897,1
898,2
899,0
900,0
901,1
902,0
903,1
904,2
905,1
906,1
907,1
908,1
909,1
910,2
911,1
912,1
913,2
914,1
915,1
916,1
917,2
918,2
919,1
920,2
921,0
922,1
923,1
924,2
925,1
926,2
927,1
928,2
929,1
930,2
931,1
932,2
933,2
934,2
935,2
936,1
937,1
938,2
939,1
940,2
941,2
942,1
943,2
944,1
945,0
946,1
947,1
948,0
949,2
950,1
951,2
952,1
953,1
954,1
955,1
956,2
957,1
958,1
959,1
960,2
961,1
962,1
963,1
964,2
965,2
966,1
967,1
968,1
969,1
970,2
971,2
972,0
973,1
974,2
975,1
976,2
977,2
978,1
979,1
980,1
981,0
982,2
983,0
984,1
985,0
986,2
987,1
988,2
989,1
990,1
991,1
992,1
993,2
994,2
995,2
996,2
997,2
998,2
999,1
1000,0
1001,2
1002,1
1003,0
1004,2
1005,1
1006,1
1007,0
1008,1
1009,0
1010,1
1011,1
1012,1
1013,1
1014,1
1015,0
1016,1
1017,2
1018,2
1019,1
1020,1
1021,1
1022,1
1023,2
1024,1
1025,1
1026,0
1027,2
1028,0
1029,0
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,0
1041,1
1042,2
1043,0
1044,0
1045,2
1046,2
1047,1
1048,1
1049,0
1050,2
1051,1
1052,1
1053,0
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,0
1067,1
1068,1
1069,1
1070,2
1071,1
1072,1
1073,0
1074,1
1075,1
1076,1
1077,1
1078,0
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,2
1087,1
1088,1
1089,1
1090,2
1091,2
1092,1
1093,1
1094,1
1095,1
1096,1
1097,2
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,0
1106,1
1107,1
1108,1
1109,2
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,1
1118,0
1119,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,2
1128,1
1129,1
1130,2
1131,1
1132,2
1133,1
1134,1
1135,2
1136,0
1137,2
1138,2
1139,0
1140,2
1141,2
1142,1
1143,2
1144,2
1145,1
1146,0
1147,1
1148,1
1149,2
1150,1
1151,1
1152,2
1153,2
1154,2
1155,0
1156,1
1157,2
1158,1
1159,2
1160,1
1161,1
1162,1
1163,0
1164,2
1165,1
1166,1
1167,1
1168,1
1169,2
1170,0
1171,2
1172,1
1173,1
1174,0
1175,2
1176,1
1177,2
1178,1
1179,1
1180,1
1181,2
1182,1
1183,2
1184,1
1185,2
1186,1
1187,0
1188,1
1189,0
1190,1
1191,2
1192,0
1193,2
1194,1
1195,2
1196,1
1197,2
1198,1
1199,1
1200,0
1201,1
1202,2
1203,2
1204,1
1205,2
1206,1
1207,1
1208,1
1209,2
1210,0
1211,1
1212,1
1213,0
1214,1
1215,1
1216,1
1217,1
1218,2
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,2
1226,1
1227,1
1228,1
1229,2
1230,1
1231,2
1232,1
1233,0
1234,1
1235,1
1236,2
1237,2
1238,1
1239,1
1240,2
1241,2
1242,1
1243,0
1244,2
1245,1
1246,1
1247,2
1248,1
1249,2
1250,1
1251,2
1252,0
1253,1
1254,1
1255,2
1256,1
1257,0
1258,1
1259,1
1260,1
1261,1
1262,0
1263,0
1264,1
1265,2
1266,1
1267,2
1268,1
1269,2
1270,2
1271,2
1272,1
1273,1
1274,1
1275,1
1276,2
1277,2
1278,1
1279,1
1280,0
1281,1
1282,2
1283,1
1284,2
1285,0
1286,1
1287,2
1288,1
1289,1
1290,1
1291,0
1292,2
1293,1
1294,2
1295,1
1296,1
1297,1
1298,1
1299,1
1300,1
1301,1
1302,2
1303,1
1304,1
1305,2
1306,1
1307,0
1308,0
1309,1
1310,1
1311,1
1312,2
1313,1
1314,2
1315,1
1316,1
1317,2
1318,2
1319,1
1320,1
1321,1
1322,1
1323,1
1324,2
1325,2
1326,1
1327,1
1328,1
1329,1
1330,1
1331,2
1332,1
1333,2
1334,2
1335,1
1336,2
1337,2
1338,1
1339,1
1340,1
1341,1
1342,2
1343,0
1344,0
1345,1
1346,2
1347,2
1348,1
1349,2
1350,2
1351,1
1352,1
1353,1
1354,2
1355,1
1356,1
1357,1
1358,1
1359,1
1360,2
1361,1
1362,1
1363,2
1364,0
1365,1
1366,2
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,2
1374,1
1375,1
1376,1
1377,0
1378,0
1379,1
1380,1
1381,1
1382,2
1383,2
1384,1
1385,1
1386,1
1387,1
1388,0
1389,0
1390,2
1391,1
1392,1
1393,0
1394,0
1395,1
1396,2
1397,2
1398,1
1399,1
1400,1
1401,2
1402,1
1403,2
1404,1
1405,2
1406,1
1407,1
1408,1
1409,1
1410,1
1411,0
1412,1
1413,2
1414,1
1415,1
1416,1
1417,2
1418,1
1419,1
1420,1
1421,0
1422,1
1423,2
1424,2
1425,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,2
1433,1
1434,1
1435,1
1436,2
1437,1
1438,2
1439,1
1440,1
1441,0
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,2
1449,1
1450,2
1451,2
1452,2
1453,0
1454,2
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,0
1462,1
1463,2
1464,2
1465,2
1466,1
1467,0
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,0
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,0
1482,0
1483,1
1484,2
1485,2
1486,2
1487,1
1488,1
1489,2
1490,1
1491,1
1492,1
1493,1
1494,1
1495,2
1496,1
1497,2
1498,0
1499,1
1500,1
1501,1
1502,0
1503,1
1504,1
1505,1
1506,2
1507,2
1508,2
1509,1
1510,2
1511,2
1512,1
1513,1
1514,2
1515,1
1516,1
1517,1
1518,2
1519,1
1520,2
1521,2
1522,1
1523,1
1524,0
1525,1
1526,1
1527,2
1528,1
1529,1
1530,1
1531,1
1532,2
1533,2
1534,1
1535,1
1536,1
1537,2
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,0
1545,1
1546,1
1547,1
1548,2
1549,1
1550,1
1551,1
1552,1
1553,2
1554,1
1555,1
1556,1
1557,2
1558,1
1559,1
1560,1
1561,2
1562,1
1563,1
1564,0
1565,1
1566,1
1567,1
1568,1
1569,2
1570,2
1571,2
1572,1
1573,1
1574,2
1575,1
1576,1
1577,0
1578,0
1579,1
1580,2
1581,0
1582,2
1583,1
1584,1
1585,2
1586,1
1587,1
1588,1
1589,0
1590,0
1591,1
1592,2
1593,1
1594,1
1595,0
1596,2
1597,1
1598,2
1599,0
1600,0
1601,1
1602,2
1603,1
1604,1
1605,2
1606,2
1607,1
1608,2
1609,1
1610,1
1611,0
1612,1
1613,1
1614,2
1615,2
1616,2
1617,1
1618,2
1619,2
1620,2
1621,1
1622,1
1623,0
1624,0
1625,0
1626,1
1627,1
1628,1
1629,1
1630,1
1631,2
1632,2
1633,1
1634,1
1635,1
1636,1
1637,0
1638,1
1639,0
1640,2
1641,1
1642,2
1643,2
1644,1
1645,0
1646,1
1647,0
1648,1
1649,0
1650,1
1651,1
1652,2
1653,1
1654,0
1655,2
1656,1
1657,1
1658,2
1659,1
1660,2
1661,1
1662,2
1663,1
1664,1
1665,2
1666,1
1667,1
1668,0
1669,1
1670,1
1671,1
1672,2
1673,2
1674,1
1675,1
1676,2
1677,1
1678,1
1679,1
1680,1
1681,2
1682,1
1683,1
1684,1
1685,1
1686,0
1687,1
1688,1
1689,2
1690,1
1691,2
1692,2
1693,1
1694,1
1695,1
1696,1
1697,2
1698,1
1699,1
1700,2
1701,0
1702,1
1703,0
1704,1
1705,1
1706,0
1707,1
1708,1
1709,1
1710,2
1711,1
1712,0
1713,1
1714,2
1715,1
1716,0
1717,1
1718,1
1719,0
1720,2
1721,1
1722,2
1723,1
1724,1
1725,2
1726,1
1727,1
1728,0
1729,1
1730,1
1731,1
1732,2
1733,2
1734,1
1735,0
1736,1
1737,2
1738,2
1739,1
1740,1
1741,1
1742,1
1743,0
1744,2
1745,1
1746,2
1747,2
1748,1
1749,1
1750,1
1751,0
1752,1
1753,2
1754,1
1755,2
1756,1
1757,1
1758,0
1759,1
1760,2
1761,0
1762,1
1763,1
1764,2
1765,1
1766,1
1767,1
1768,1
1769,1
1770,1
1771,2
1772,1
1773,1
1774,1
1775,2
1776,1
1777,0
1778,1
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,0
1786,2
1787,2
1788,1
1789,1
1790,1
1791,1
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,0
1801,0
1802,1
1803,1
1804,1
1805,1
1806,2
1807,1
1808,1
1809,1
1810,2
1811,1
1812,1
1813,2
1814,2
1815,1
1816,2
1817,1
1818,1
1819,2
1820,1
1821,1
1822,1
1823,2
1824,1
1825,2
1826,1
1827,2
1828,0
1829,1
1830,2
1831,1
1832,1
1833,2
1834,2
1835,1
1836,1
1837,1
1838,1
1839,2
1840,1
1841,1
1842,0
1843,1
1844,0
1845,1
1846,1
1847,1
1848,1
1849,2
1850,2
1851,2
1852,2
1853,1
1854,1
1855,1
1856,1
1857,1
1858,1
1859,2
1860,0
1861,2
1862,2
1863,0
1864,1
1865,2
1866,1
1867,1
1868,1
1869,1
1870,1
1871,2
1872,1
1873,1
1874,1
1875,1
1876,1
1877,1
1878,2
1879,1
1880,1
1881,2
1882,1
1883,2
1884,1
1885,1
1886,1
1887,0
1888,1
1889,1
1890,0
1891,0
1892,2
1893,1
1894,2
1895,1
1896,1
1897,1
1898,2
1899,2
1900,2
1901,1
1902,1
1903,2
1904,1
1905,1
1906,1
1907,2
1908,1
1909,1
1910,1
1911,2
1912,2
1913,1
1914,2
1915,1
1916,1
1917,2
1918,2
1919,1
1920,2
1921,1
1922,0
1923,1
1924,2
1925,2
1926,1
1927,1
1928,1
1929,1
1930,1
1931,2
1932,1
1933,2
1934,0
1935,2
1936,1
1937,2
1938,1
1939,1
1940,1
1941,2
1942,1
1943,1
1944,0
1945,1
1946,2
1947,2
1948,1
1949,0
1950,1
1951,2
1952,1
1953,2
1954,1
1955,0
1956,2
1957,2
1958,1
1959,0
1960,1
1961,2
1962,1
1963,0
1964,1
1965,1
1966,2
1967,1
1968,1
1969,1
1970,2
1971,1
1972,2
1973,1
1974,1
1975,2
1976,1
1977,2
1978,2
1979,2
1980,1
1981,1
1982,2
1983,1
1984,1
1985,2
1986,1
1987,2
1988,1
1989,0
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,2
1997,2
1998,1
1999,2
2000,1
2001,1
2002,1
2003,1
2004,1
2005,2
2006,1
2007,1
2008,2
2009,1
2010,0
2011,1
2012,1
2013,1
2014,2
2015,2
2016,2
2017,2
2018,1
2019,1
2020,1
2021,2
2022,1
2023,1
2024,1
2025,0
2026,2
2027,2
2028,1
2029,2
2030,1
2031,1
2032,1
2033,1
2034,1
2035,2
2036,2
2037,1
2038,1
2039,1
2040,1
2041,2
2042,2
2043,1
2044,2
2045,1
2046,1
2047,0
2048,1
2049,0
2050,1
2051,1
2052,2
2053,2
2054,1
2055,0
2056,1
2057,1
2058,1
2059,1
2060,2
2061,0
2062,1
2063,1
2064,1
2065,1
2066,1
2067,1
2068,1
2069,0
2070,1
2071,1
2072,2
2073,2
2074,2
2075,1
2076,1
2077,1
2078,1
2079,2
2080,1
2081,2
2082,0
2083,0
2084,1
2085,1
2086,2
2087,2
2088,1
2089,2
2090,1
2091,2
2092,2
2093,2
2094,2
2095,1
2096,1
2097,1
2098,0
2099,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,2
2106,1
2107,1
2108,1
2109,0
2110,0
2111,1
2112,1
2113,2
2114,1
2115,2
2116,2
2117,2
2118,1
2119,2
2120,1
2121,2
2122,2
2123,1
2124,1
2125,1
2126,2
2127,2
2128,0
2129,2
2130,1
2131,1
2132,1
2133,2
2134,2
2135,1
2136,1
2137,1
2138,2
2139,2
2140,0
2141,1
2142,2
2143,1
2144,2
2145,1
2146,2
2147,0
2148,2
2149,1
2150,2
2151,2
2152,1
2153,1
2154,1
2155,2
2156,0
2157,2
2158,0
2159,2
2160,1
2161,2
2162,2
2163,1
2164,1
2165,0
2166,1
2167,1
2168,1
2169,2
2170,2
2171,2
2172,1
2173,1
2174,1
2175,2
2176,1
2177,1
2178,2
2179,1
2180,0
2181,2
2182,2
2183,2
2184,2
2185,0
2186,2
2187,2
2188,1
2189,1
2190,1
2191,2
2192,2
2193,2
2194,2
2195,1
2196,1
2197,1
2198,1
2199,0
2200,1
2201,2
2202,1
2203,2
2204,1
2205,1
2206,0
2207,2
2208,2
2209,1
2210,1
2211,1
2212,1
2213,2
2214,1
2215,2
2216,1
2217,2
2218,2
2219,0
2220,1
2221,1
2222,1
2223,1
2224,2
2225,1
2226,2
2227,2
2228,1
2229,1
2230,1
2231,0
2232,2
2233,1
2234,1
2235,2
2236,1
2237,0
2238,1
2239,2
2240,1
2241,1
2242,2
2243,2
2244,1
2245,0
2246,2
2247,1
2248,2
2249,1
2250,1
2251,0
2252,2
2253,1
2254,1
2255,1
2256,1
2257,0
2258,2
2259,1
2260,1
2261,2
2262,1
2263,0
2264,1
2265,1
2266,1
2267,0
2268,1
2269,1
2270,1
2271,0
2272,1
2273,1
2274,1
2275,1
2276,2
2277,2
2278,2
2279,2
2280,0
2281,1
2282,0
2283,2
2284,2
2285,1
2286,2
2287,0
2288,0
2289,2
2290,1
2291,1
2292,1
2293,1
2294,1
2295,2
2296,1
2297,2
2298,0
2299,1
2300,1
2301,1
2302,2
2303,1
2304,1
2305,0
2306,1
2307,1
2308,2
2309,1
2310,1
2311,1
2312,1
2313,2
2314,2
2315,2
2316,0
2317,2
2318,1
2319,1
2320,1
2321,0
2322,2
2323,2
2324,2
2325,0
2326,1
2327,0
2328,2
2329,0
2330,2
2331,1
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,2
2341,1
2342,1
2343,1
2344,1
2345,1
2346,2
2347,0
2348,1
2349,1
2350,1
2351,2
2352,1
2353,1
2354,1
2355,1
2356,1
2357,1
2358,1
2359,1
2360,1
2361,1
2362,2
2363,1
2364,1
2365,2
2366,1
2367,1
2368,2
2369,1
2370,1
2371,1
2372,2
2373,2
2374,2
2375,0
2376,1
2377,1
2378,2
2379,1
2380,1
2381,1
2382,2
2383,2
2384,1
2385,2
2386,0
2387,2
2388,1
2389,1
2390,1
2391,1
2392,2
2393,0
2394,2
2395,2
2396,2
2397,2
2398,1
2399,2
2400,1
2401,0
2402,2
2403,1
2404,1
2405,2
2406,1
2407,0
2408,2
2409,2
2410,2
2411,2
2412,1
2413,1
2414,1
2415,2
2416,2
2417,1
2418,1
2419,1
2420,1
2421,1
2422,2
2423,1
2424,1
2425,1
2426,1
2427,2
2428,1
2429,0
2430,0
2431,2
2432,1
2433,1
2434,1
2435,1
2436,1
2437,2
2438,1
2439,1
2440,2
2441,0
2442,1
2443,1
2444,1
2445,1
2446,1
2447,0
2448,2
2449,0
2450,1
2451,2
2452,2
2453,1
2454,1
2455,0
2456,2
2457,1
2458,1
2459,1
2460,0
2461,1
2462,0
2463,1
2464,0
2465,1
2466,1
2467,1
2468,2
2469,1
2470,1
2471,1
2472,1
2473,1
2474,1
2475,0
2476,2
2477,2
2478,2
2479,2
2480,1
2481,2
2482,1
2483,2
2484,2
2485,0
2486,2
2487,1
2488,1
2489,2
2490,0
2491,0
2492,2
2493,2
2494,2
2495,2
2496,2
2497,1
2498,2
2499,1
2500,1
2501,2
2502,2
2503,1
2504,1
2505,1
2506,1
2507,2
2508,0
2509,2
2510,2
2511,1
2512,1
2513,0
2514,1
2515,2
2516,1
2517,0
2518,1
2519,2
2520,1
2521,1
2522,2
2523,2
2524,2
2525,2
2526,1
2527,1
2528,1
2529,2
2530,1
2531,1
2532,1
2533,2
2534,1
2535,1
2536,1
2537,2
2538,2
2539,2
2540,1
2541,2
2542,1
2543,2
2544,1
2545,0
2546,2
2547,1
2548,1
2549,0
2550,1
2551,1
2552,1
2553,1
2554,1
2555,1
2556,1
2557,1
2558,1
2559,1
2560,2
2561,1
2562,0
2563,1
2564,1
2565,1
2566,1
2567,1
2568,1
2569,1
2570,2
2571,1
2572,2
2573,2
2574,1
2575,1
2576,1
2577,1
2578,1
2579,1
2580,2
2581,1
2582,2
2583,1
2584,1
2585,2
2586,2
2587,1
2588,1
2589,1
2590,2
2591,1
2592,1
2593,2
2594,1
2595,2
2596,1
2597,2
2598,2
2599,2
2600,1
2601,0
2602,1
2603,2
2604,0
2605,2
2606,1
2607,2
2608,1
2609,1
2610,0
2611,1
2612,1
2613,1
2614,2
2615,1
2616,2
2617,1
2618,2
2619,1
2620,1
2621,1
2622,1
2623,1
2624,1
2625,2
2626,0
2627,1
2628,1
2629,0
2630,2
2631,1
2632,1
2633,1
2634,1
2635,2
2636,2
2637,1
2638,2
2639,2
2640,2
2641,2
2642,1
2643,1
2644,0
2645,1
2646,1
2647,2
2648,1
2649,2
2650,1
2651,1
2652,2
2653,1
2654,1
2655,1
2656,1
2657,1
2658,1
2659,1
2660,1
2661,1
2662,1
2663,2
2664,0
2665,2
2666,1
2667,1
2668,2
2669,2
2670,0
2671,1
2672,1
2673,1
2674,1
2675,1
2676,1
2677,1
2678,1
2679,1
2680,1
2681,1
2682,2
2683,2
2684,1
2685,1
2686,2
2687,1
2688,2
2689,2
2690,1
2691,1
2692,1
2693,1
2694,1
2695,1
2696,1
2697,0
2698,2
2699,2
2700,1
2701,1
2702,0
2703,0
2704,1
2705,1
2706,2
2707,1
2708,2
2709,1
2710,2
2711,1
2712,1
2713,0
2714,1
2715,1
2716,1
2717,1
2718,1
2719,2
2720,1
2721,1
2722,2
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,2
2730,1
2731,1
2732,1
2733,1
2734,0
2735,1
2736,0
2737,1
2738,1
2739,1
2740,1
2741,1
2742,2
2743,1
2744,1
2745,1
2746,1
2747,1
2748,1
2749,2
2750,1
2751,1
2752,2
2753,1
2754,1
2755,1
2756,2
2757,1
2758,0
2759,1
2760,2
2761,0
2762,1
2763,1
2764,1
2765,2
2766,2
2767,1
2768,1
2769,2
2770,2
2771,1
2772,1
2773,1
2774,2
2775,2
2776,1
2777,1
2778,1
2779,1
2780,2
2781,2
2782,1
2783,1
2784,1
2785,1
2786,0
2787,0
2788,1
2789,1
2790,1
2791,1
2792,2
2793,2
2794,1
2795,1
2796,1
2797,1
2798,1
2799,1
2800,0
2801,2
2802,1
2803,1
2804,1
2805,1
2806,1
2807,2
2808,1
2809,1
2810,1
2811,0
2812,1
2813,1
2814,1
2815,0
2816,1
2817,1
2818,1
2819,1
2820,2
2821,2
2822,1
2823,1
2824,1
2825,1
2826,2
2827,1
2828,1
2829,1
2830,1
2831,1
2832,1
2833,0
2834,1
2835,1
2836,1
2837,1
2838,2
2839,1
2840,2
2841,0
2842,2
2843,2
2844,0
2845,1
2846,1
2847,1
2848,1
2849,2
2850,1
2851,1
2852,1
2853,2
2854,1
2855,1
2856,2
2857,1
2858,2
2859,1
2860,1
2861,2
2862,0
2863,0
2864,0
2865,2
2866,2
2867,1
2868,1
2869,1
2870,1
2871,1
2872,1
2873,1
2874,1
2875,1
2876,0
2877,2
2878,1
2879,2
2880,0
2881,2
2882,0
2883,1
2884,2
2885,1
2886,1
2887,1
2888,1
2889,1
2890,2
2891,1
2892,2
2893,1
2894,2
2895,2
2896,2
2897,2
2898,1
2899,1
2900,1
2901,1
2902,2
2903,2
2904,1
2905,2
2906,1
2907,1
2908,1
2909,2
2910,2
2911,1
2912,1
2913,1
2914,2
2915,0
2916,1
2917,1
2918,1
2919,1
2920,1
2921,1
2922,1
2923,1
2924,1
2925,1
2926,1
2927,2
2928,1
2929,1
2930,2
2931,1
2932,2
2933,1
2934,1
2935,1
2936,2
2937,2
2938,1
2939,1
2940,1
2941,1
2942,2
2943,2
2944,2
2945,1
2946,2
2947,1
2948,1
2949,1
2950,1
2951,1
2952,1
2953,1
2954,2
2955,1
2956,1
2957,2
2958,2
2959,1
2960,2
2961,1
2962,1
2963,2
2964,1
2965,1
2966,0
2967,2
2968,2
2969,1
2970,1
2971,1
2972,2
2973,2
2974,0
2975,0
2976,2
2977,0
2978,1
2979,1
2980,1
2981,1
2982,1
2983,1
2984,0
2985,0
2986,1
2987,1
2988,1
2989,1
2990,0
2991,1
2992,1
2993,2
2994,1
2995,1
2996,1
